Dataset,Single,Voting,WAwA,Dawid-Skene,StackingClassifier,M-MSR,MACE,GLAD,KOS,SML,LA,LAA,EBCC,PM,ZenCrowd,Stacking
boolq,64.13-81.85-89.21,87.29±0.19,88.34±0.08,88.01±0.00,88.88±0.36,88.41±0.00,88.09±0.39,88.19±0.05,88.24±0.00,88.24±0.00,88.25±0.01,87.77±0.00,87.87±1.27,88.76±0.01,88.16±0.00,89.14±0.01
